title,Score,Metascore,Year,Vote,Runtime,Revenue,Action,Adventure,Animation,Biography,Comedy,Crime,Drama,Family,Fantasy,FilmNoir,History,Horror,Music,Musical,Mystery,Romance,Sci.Fi,Sport,Thriller,War,Western
Te3n,7.3,73.47173309326172,2016,9332,136,0.26,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
TinkerBell and the Secret of the Wings,7.2,64.427947998046875,2012,9331,75,NA,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Vivegam,6,44.319435119628906,2017,9329,149,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Into the Night,6.5,57.638797760009766,1985,9327,115,7.56,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Altitude,4.9,32.18602752685547,2010,9323,90,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
Overdrive,5.4,42.473201751708984,2017,9320,93,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Teen Wolf Too,3.2,24.0998477935791,1987,9316,95,7.89,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Ball of Fire,7.8,70.30293273925781,1941,9316,111,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
The Darwin Awards,6,44.60882568359375,2006,9303,94,NA,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Diario de una ninfómana,5.8,42.435543060302734,2008,9298,101,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Se ying diu sau,7.5,63.44542694091797,1978,9294,92,NA,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Life in a Metro,7.4,67.82972717285156,2007,9291,132,0.15,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Leave Her to Heaven,7.7,71.79949188232422,1945,9285,110,NA,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
Aleksandr Nevskiy,7.7,77.63783264160156,1938,9280,112,NA,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Apur Sansar,8.3,82.9344711303711,1959,9274,105,0.02,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Project X,6.1,53.27583694458008,1987,9263,108,18.53,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Kader,7.9,69.27852630615234,2006,9260,103,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
No Entry,6.6,54.770774841308594,2005,9260,158,0.68,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Maine Pyar Kiya,7.4,57.7839469909668,1989,9251,192,NA,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Waxwork,6.2,54.897621154785156,1988,9234,95,0.81,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
42nd Street,7.6,82.37104034423828,1933,9231,89,2.3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
Kataude mashin gâru,5.9,42.70985412597656,2008,9229,96,NA,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Fukrey,6.9,62.80861282348633,2013,9224,139,0.12,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Reeker,5.2,35.75639724731445,2005,9217,90,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
Fullmetal Alchemist the Movie: Conqueror of Shamballa,7.5,65.88935089111328,2005,9214,105,NA,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OtherLife,6.3,51.538047790527344,2017,9202,96,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
Dead of Night,7.7,78.17860412597656,1945,9202,103,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
D.O.A.,7.4,78.74314880371094,1949,9200,83,NA,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
Necessary Roughness,6.1,46.899658203125,1991,9197,108,26.26,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Noises Off...,7.5,69.51971435546875,1992,9193,101,2.28,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hobgoblins,2.3,28.397703170776367,1988,9193,88,NA,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Freaks of Nature,5.9,53.39973068237305,2015,9190,92,NA,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
The Gospel According to Matthew,7.9,80.49536895751953,1964,9188,137,NA,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Auntie Mame,8,86.95469665527344,1958,9186,143,23.3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Gunda,7.5,55.16242980957031,1998,9175,129,NA,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vavien,7.5,61.13316345214844,2009,9166,100,NA,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Srimanthudu,7.6,57.75798416137695,2015,9165,158,NA,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kama Sutra: A Tale of Love,6,47.52656936645508,1996,9163,114,4.11,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Aamir,7.7,64.91301727294922,2008,9154,99,NA,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Two Hands,7.2,54.509639739990234,1999,9153,103,NA,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Les couloirs du temps: Les visiteurs II,6.1,49.53810501098633,1998,9150,118,0.15,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Amazon Women on the Moon,6.2,51.801387786865234,1987,9148,85,0.55,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
The Snow Walker,7.4,70.12593078613281,2003,9141,103,NA,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
First Kid,5.2,36.47893142700195,1996,9140,101,26.46,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Twilight,6.2,48.15116882324219,1998,9135,94,15.03,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Ginger Snaps Back: The Beginning,5.9,48.26271057128906,2004,9134,94,NA,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Watch Out, We're Mad",7.5,63.87510299682617,1974,9117,101,NA,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alligator,5.9,51.536251068115234,1980,9110,91,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
I Spit on Your Grave 3: Vengeance Is Mine,5.2,42.57957458496094,2015,9107,92,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
400 Days,4.4,29.610000610351563,2015,9100,91,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
Warui yatsu hodo yoku nemuru,8.1,81.77635955810547,1960,9100,132,NA,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Julius Caesar,7.4,74.46131896972656,1953,9093,120,NA,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Mr. Baseball,5.9,46.979225158691406,1992,9091,108,20.88,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"Sono otoko, kyôbô ni tsuki",7.2,60.525421142578125,1989,9089,103,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mr. Blandings Builds His Dream House,7.3,63.9860954284668,1948,9087,94,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Je vais bien, ne t'en fais pas",7.4,63.120704650878906,2006,9085,92,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Snow White: A Tale of Terror,6.3,52.4329833984375,1997,9076,100,NA,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
River of No Return,6.7,65.19183349609375,1954,9063,91,NA,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aparajito,8.2,89.3722152709961,1956,9060,110,0.17,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lust for Life,7.4,74.46131896972656,1956,9049,122,NA,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Guardians,4,35.74701690673828,2017,9043,89,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Stay Tuned,6.1,46.99273681640625,1992,9043,88,10.74,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Land and Freedom,7.6,73.01844787597656,1995,9043,109,0.23,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Surviving Summer,6.2,47.92647933959961,2009,9039,92,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Run Silent Run Deep,7.4,71.19890594482422,1958,9033,93,NA,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Gary the Tennis Coach,5.5,33.23630142211914,2009,9032,92,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Astérix chez les Bretons,7.1,63.79716110229492,1986,9021,79,NA,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Killing of a Chinese Bookie,7.5,69.4110107421875,1976,9017,135,NA,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Interview with a Hitman,6.2,45.39360046386719,2012,9006,96,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
La ley del deseo,7.2,59.7728271484375,1987,9005,102,NA,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
It's Pat: The Movie,2.6,29.34646224975586,1994,9003,77,0.06,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Hunchback of Notre Dame,7.9,88.938018798828125,1939,9002,117,3.27,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
Qayamat Se Qayamat Tak,7.6,55.863182067871094,1988,8993,162,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
The Raven,6.7,68.24443817138672,1963,8989,86,NA,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
The Private Life of Sherlock Holmes,7.1,69.7988052368164,1970,8988,125,3.3,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Priest,7.1,67.08418273925781,1994,8986,105,4.18,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
For Richer or Poorer,5.7,41.97748565673828,1997,8980,115,31.61,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Elmer Gantry,7.8,81.73515319824219,1960,8973,146,11.34,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Employee of the Month,6.2,45.727603912353516,2004,8966,97,NA,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Neon Genesis Evangelion: Death & Rebirth,7.6,58.38741683959961,1997,8961,101,NA,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Celtic Pride,5.2,34.96770095825195,1996,8958,91,9.26,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Age of Heroes,5.6,49.332984924316406,2011,8949,90,NA,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hotarubi no mori e,7.9,75.481048583984375,2011,8949,45,NA,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Álom.net,2,25.346744537353516,2009,8946,90,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
Going My Way,7.2,77.31079864501953,1944,8944,126,16.3,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Trespass,6.2,47.416664123535156,1992,8943,101,13.75,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Mardaani,7.3,61.17949295043945,2014,8940,113,NA,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Only the Lonely,6.3,51.809608459472656,1991,8937,104,21.83,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Barda,7,56.2861328125,2007,8930,92,NA,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Pelle the Conqueror,7.8,72.99992370605469,1987,8928,157,2.05,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Karthik Calling Karthik,7,64.53645324707031,2010,8928,135,0.26,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
Devrim Arabalari,8,67.660797119140625,2008,8927,115,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Keloglan Karaprens'e Karsi,1.8,22.103763580322266,2006,8927,105,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Appurushido: Ekusu makina,7.1,57.889068603515625,2007,8926,105,NA,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rio Lobo,6.8,62.91361618041992,1970,8924,114,9.27,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
The Conspiracy,6.3,56.105255126953125,2012,8921,84,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
Die xue jie tou,7.7,62.849308013916016,1990,8918,136,NA,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Balkanski spijun,8.9,71.405517578125,1984,8914,95,NA,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dead Birds,5.7,43.397762298583984,2004,8913,91,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
Mary Kom,6.8,61.33905029296875,2014,8912,122,0.59,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Father of the Bride,7.2,61.28955078125,1950,8908,92,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Rane,8.1,68.72330474853516,1998,8905,103,NA,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Juan of the Dead,6.5,50.02589416503906,2011,8900,92,0.02,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
La cage dorée,7.3,61.0680046081543,2013,8899,90,NA,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Billu,6.2,54.855777740478516,2009,8899,137,0.75,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kapicilar Krali,8.5,77.65717315673828,1976,8896,84,NA,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Ice Pirates,5.7,41.152259826660156,1984,8893,91,14.26,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Cameraman,8.3,82.27345275878906,1928,8892,69,NA,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Johnny Stecchino,7.2,61.059757232666016,1991,8892,102,0.57,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Ratter,5.7,56.63872528076172,2015,8887,80,NA,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
The Paradine Case,6.5,56.22943115234375,1947,8886,125,NA,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
House II: The Second Story,5.4,37.70656204223633,1987,8881,88,7.8,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
Dark Angel,6.1,42.11601638793945,1990,8872,91,4.35,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Foolproof,6.5,40.41932678222656,2003,8871,94,NA,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stree,8.3,77.76030731201172,2018,8870,128,NA,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
The Little Foxes,8.2,82.02264404296875,1941,8869,116,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
I due superpiedi quasi piatti,7.2,63.518707275390625,1977,8869,115,NA,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Viva Zapata!,7.5,73.129486083984375,1952,8868,113,NA,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Kuffs,5.9,39.571815490722656,1992,8865,102,21.14,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Destry Rides Again,7.7,80.07498931884766,1939,8865,95,0.35,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Bachna Ae Haseeno,6.2,51.788883209228516,2008,8865,152,0.69,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
The Sensualist,7.2,68.38697814941406,1973,8848,108,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
The Pride of the Yankees,7.7,74.8711166381836,1942,8847,128,NA,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Merantau,6.8,51.639381408691406,2009,8839,134,NA,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Ghazi Attack,7.6,58.77254104614258,2017,8836,116,NA,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
Howl,5.3,41.842933654785156,2015,8832,89,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
Crossfire,4.6,33.02151870727539,2012,8827,96,NA,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Support Your Local Sheriff!,7.6,65.28269958496094,1969,8822,92,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Harriet the Spy,6,45.976661682128906,1996,8819,100,26.54,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Sparks,5.7,39.54035568237305,2013,8819,97,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
The Naked Spur,7.4,69.6801528930664,1953,8811,91,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
The Chase,7.3,76.843780517578125,1966,8810,134,5,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Legal Eagles,5.9,43.19081497192383,1986,8809,116,49.85,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Written on the Wind,7.5,74.40535736083984,1956,8808,99,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Samurai Rebellion,8.4,81.27730560302734,1967,8807,128,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sairat,8.4,62.95814895629883,2016,8803,174,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Goodbye, Mr. Chips",7.8,76.202301025390625,1939,8798,114,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Waqt: The Race Against Time,7,54.1749267578125,2005,8798,153,NA,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Husk,5.2,40.199710845947266,2011,8797,83,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
Our Hospitality,7.9,81.05693054199219,1923,8795,65,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
Gadar: Ek Prem Katha,7.1,50.89006805419922,2001,8795,170,NA,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Ashes and Diamonds,7.9,78.70830535888672,1958,8794,103,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
Girls Just Want to Have Fun,6,42.49088668823242,1985,8792,90,6.33,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Wizards,6.5,59.935874938964844,1977,8788,80,9,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Asterix and Obelix: Mansion of the Gods,6.9,66.85559844970703,2014,8780,85,1.66,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Four Musketeers,7.1,64.46952819824219,1974,8775,108,NA,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
The Odessa File,7,63.171627044677734,1974,8773,130,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
The Secret of Moonacre,6.2,51.193138122558594,2008,8767,103,NA,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Titanic - La leggenda continua,2.1,22.840072631835937,2000,8764,90,NA,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Borderland,5.6,40.4951286315918,2007,8748,105,NA,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
Ishqiya,7.3,56.36491394042969,2010,8747,118,NA,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Shanghai,7.3,57.9849853515625,2012,8742,120,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
Chi trova un amico trova un tesoro,7.2,62.15993118286133,1981,8741,108,NA,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Orphée,8,76.401824951171875,1950,8738,95,NA,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Action Jackson,5.3,32.631202697753906,1988,8734,96,20.26,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shivaay,6.3,58.66431427001953,2016,8727,153,NA,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Wanderers,7.4,65.46649932861328,1979,8724,112,0.01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Last: Naruto the Movie,7.7,66.23548889160156,2014,8713,112,NA,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Little Big League,6.1,48.76256561279297,1994,8712,119,12.21,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
D.O.A.,6.1,44.53299331665039,1988,8705,96,12.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
Tom and Huck,5.6,42.4345703125,1995,8702,97,23.74,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ishq,6.9,50.296104431152344,1997,8700,161,NA,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Gravedancers,5.5,42.474117279052734,2006,8699,95,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Visions,5.3,41.033294677734375,2015,8698,82,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
What's New Pussycat,6.2,57.75648880004883,1965,8698,108,18.82,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shogun Assassin,7.4,70.18677520751953,1980,8694,85,NA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Band Wagon,7.6,63.668113708496094,1953,8689,112,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
Until Death,6,37.40083694458008,2007,8672,101,NA,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Black Sabbath,7.2,73.06055450439453,1963,8669,92,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Candyman: Farewell to the Flesh,5.3,32.320648193359375,1995,8659,93,13.94,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"The Long, Hot Summer",7.5,73.129486083984375,1958,8653,115,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gone Fishin',4.7,28.915159225463867,1997,8646,94,19.74,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kavkazskaya plennitsa, ili Novye priklyucheniya Shurika",8.4,78.8733901977539,1967,8646,82,NA,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
The Enemy Below,7.6,76.47844696044922,1957,8641,98,NA,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Begotten,5.9,51.79779815673828,1990,8640,72,NA,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
Gentlemen of Fortune,8.5,81.95845794677734,1971,8637,88,NA,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jilla,6.1,52.376014709472656,2014,8637,185,0.23,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Candidate,7.1,72.97282409667969,1972,8629,110,NA,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Macskafogó,8.4,71.41584777832031,1986,8629,96,NA,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Khuda Kay Liye,8.4,63.98920440673828,2007,8627,168,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Belle Epoque,7.2,73.644561767578125,1992,8626,109,5.97,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Born Yesterday,7.6,73.54180145263672,1950,8620,103,NA,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Dark Victory,7.6,78.35871124267578,1939,8612,104,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Raid,7.5,77.92207336425781,2018,8604,122,1.01,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aitraaz,6.8,59.30320358276367,2004,8601,160,0.09,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
Scum,7.6,70.77569580078125,1979,8595,98,NA,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tai-Chi Master,7.3,64.01744079589844,1993,8593,96,NA,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
